member_id,visit_date,age,gender,membership_type,workout_type,workout_duration_minutes,calories_burned,check_in_time,attendance_status
775,9/3/2024,38,Male,Quarterly,Strength Training,69,685,7:46,Present
776,11/19/2024,18,Female,Annual,Yoga,93,860,21:08,Absent
777,11/11/2024,26,Male,Quarterly,CrossFit,120,1093,12:04,Present
778,9/15/2024,24,Other,Monthly,Yoga,116,693,7:08,Present
779,1/6/2024,47,Male,Monthly,Strength Training,58,538,9:18,Present
780,12/2/2024,43,Male,Monthly,Strength Training,87,475,13:42,Absent
781,10/28/2024,56,Male,Monthly,Strength Training,79,652,9:52,Present
782,6/26/2024,64,Female,Annual,HIIT,49,256,5:21,Present
783,3/26/2024,18,Male,Quarterly,Yoga,118,717,10:45,Present
784,11/13/2024,31,Other,Annual,HIIT,25,242,14:15,Absent
785,5/31/2024,28,Other,Annual,Cardio,106,1025,17:41,Present
786,8/13/2024,54,Male,Monthly,Yoga,22,160,12:44,Absent
787,10/5/2024,36,Male,Monthly,HIIT,59,340,8:36,Absent
788,3/30/2024,55,Female,Quarterly,Strength Training,82,703,20:11,Present
789,1/8/2024,58,Male,Quarterly,CrossFit,43,420,8:46,Present
790,7/3/2024,64,Female,Monthly,Cardio,111,676,8:54,Absent
791,1/27/2024,27,Other,Quarterly,Cardio,60,410,22:17,Absent
792,10/12/2024,51,Female,Quarterly,Strength Training,80,421,15:47,Absent
793,2/13/2024,27,Other,Monthly,Yoga,82,604,5:16,Present
794,8/30/2024,47,Female,Annual,Cardio,42,268,18:04,Absent
795,10/29/2024,45,Female,Annual,Yoga,21,173,12:46,Present
796,10/5/2024,52,Female,Monthly,CrossFit,71,640,9:12,Present
797,9/5/2024,48,Other,Monthly,HIIT,49,357,17:30,Present
798,10/7/2024,44,Male,Annual,HIIT,95,784,19:24,Absent
799,3/29/2024,39,Female,Monthly,Cardio,54,406,11:13,Present
800,8/14/2024,62,Other,Annual,CrossFit,74,386,10:31,Present
801,8/10/2024,39,Other,Annual,Strength Training,83,803,21:21,Present
802,8/24/2024,51,Female,Annual,Cardio,85,703,8:25,Absent
803,9/29/2024,53,Female,Quarterly,Yoga,44,375,22:19,Absent
804,9/12/2024,62,Other,Monthly,CrossFit,106,806,8:36,Absent
805,9/20/2024,51,Female,Quarterly,Strength Training,54,502,11:58,Present
806,11/30/2024,44,Other,Monthly,Strength Training,44,334,21:25,Absent
807,4/17/2024,35,Female,Annual,Cardio,103,715,14:33,Present
808,8/17/2024,38,Other,Quarterly,Yoga,45,385,22:57,Absent
809,5/30/2024,22,Female,Quarterly,CrossFit,108,1011,8:58,Absent
810,1/2/2024,48,Male,Monthly,Yoga,28,145,9:12,Present
811,12/22/2024,52,Other,Quarterly,Cardio,61,370,20:47,Absent
812,11/8/2024,52,Male,Annual,Yoga,20,148,21:38,Present
813,11/9/2024,43,Male,Monthly,Cardio,109,722,22:11,Present
814,11/1/2024,18,Female,Annual,HIIT,102,723,7:30,Present
815,8/31/2024,20,Male,Quarterly,Strength Training,68,376,22:28,Absent
816,4/19/2024,21,Male,Annual,HIIT,86,548,21:20,Present
817,7/10/2024,21,Male,Annual,Yoga,22,145,21:15,Absent
818,5/6/2024,31,Other,Monthly,HIIT,91,765,20:05,Present
819,7/3/2024,61,Male,Annual,Cardio,108,679,10:13,Absent
820,2/7/2024,38,Female,Monthly,Cardio,39,206,6:47,Present
821,10/17/2024,45,Female,Annual,Cardio,110,612,11:08,Absent
822,1/29/2024,36,Male,Quarterly,HIIT,33,193,8:40,Present
823,6/25/2024,37,Male,Quarterly,Cardio,103,847,18:54,Present
824,4/1/2024,61,Female,Quarterly,CrossFit,68,354,10:30,Absent
825,10/19/2024,55,Male,Monthly,HIIT,40,221,16:20,Absent
826,10/21/2024,18,Female,Quarterly,HIIT,112,911,20:03,Absent
827,9/18/2024,37,Other,Monthly,Yoga,58,485,10:43,Present
828,10/23/2024,50,Male,Monthly,Strength Training,114,1078,18:22,Absent
829,11/25/2024,65,Female,Annual,CrossFit,39,196,18:54,Present
830,10/16/2024,18,Female,Quarterly,CrossFit,95,637,19:16,Present
831,3/5/2024,61,Other,Quarterly,Cardio,103,1003,7:05,Present
832,4/28/2024,57,Other,Annual,Yoga,39,357,15:01,Absent
833,1/16/2024,61,Male,Annual,CrossFit,110,678,15:30,Absent
834,9/27/2024,37,Other,Quarterly,Cardio,23,173,10:42,Present
835,8/29/2024,56,Female,Quarterly,Strength Training,76,533,18:49,Present
836,10/10/2024,64,Female,Quarterly,Cardio,44,354,10:45,Present
837,3/1/2024,55,Male,Quarterly,CrossFit,42,410,10:32,Absent
838,4/4/2024,18,Other,Monthly,Strength Training,72,643,9:40,Present
839,9/23/2024,18,Other,Monthly,CrossFit,100,665,20:49,Absent
840,2/10/2024,23,Female,Monthly,Yoga,62,611,8:12,Absent
841,5/10/2024,65,Female,Monthly,Strength Training,109,897,7:01,Present
842,5/1/2024,60,Female,Monthly,Yoga,113,647,8:05,Absent
843,8/4/2024,42,Male,Quarterly,HIIT,72,673,10:44,Absent
844,8/11/2024,29,Male,Annual,HIIT,88,600,19:30,Present
845,9/6/2024,39,Female,Monthly,Yoga,65,550,12:32,Present
846,11/10/2024,61,Female,Annual,CrossFit,25,201,9:31,Present
847,3/15/2024,59,Other,Quarterly,CrossFit,93,908,20:47,Present
848,10/3/2024,19,Female,Quarterly,Cardio,70,684,21:57,Present
849,2/21/2024,48,Male,Annual,CrossFit,80,440,8:22,Present
850,4/3/2024,43,Male,Annual,Yoga,25,183,14:00,Absent
851,4/7/2024,57,Other,Annual,CrossFit,38,288,12:50,Present
852,11/9/2024,23,Female,Monthly,Cardio,64,500,12:36,Present
853,7/18/2024,46,Female,Annual,HIIT,87,626,6:31,Present
854,12/20/2024,36,Other,Quarterly,CrossFit,119,1072,10:18,Present
855,12/12/2024,57,Male,Annual,Cardio,92,567,14:05,Present
856,12/3/2024,52,Male,Annual,CrossFit,61,571,11:05,Present
857,2/14/2024,28,Male,Monthly,CrossFit,27,176,14:41,Absent
858,1/12/2024,51,Female,Quarterly,HIIT,31,296,13:00,Present
859,10/31/2024,48,Female,Annual,Cardio,31,207,22:45,Absent
860,7/1/2024,31,Male,Annual,Strength Training,101,612,8:31,Absent
861,2/10/2024,23,Female,Annual,Yoga,23,211,12:54,Present
862,8/25/2024,54,Male,Annual,Cardio,111,603,5:58,Present
863,6/12/2024,31,Male,Annual,CrossFit,72,400,19:04,Absent
864,5/7/2024,52,Female,Quarterly,CrossFit,24,175,20:04,Absent
865,7/23/2024,54,Other,Monthly,HIIT,106,915,13:06,Absent
866,3/14/2024,34,Male,Monthly,Cardio,50,485,9:06,Present
867,11/11/2024,26,Male,Monthly,HIIT,95,576,18:11,Present
868,6/17/2024,39,Male,Annual,Cardio,104,807,6:13,Present
869,10/24/2024,48,Female,Quarterly,HIIT,116,1018,11:04,Absent
870,1/2/2024,45,Male,Annual,CrossFit,23,206,22:25,Absent
871,2/18/2024,26,Male,Monthly,Strength Training,42,235,20:49,Absent
872,12/6/2024,39,Other,Annual,Yoga,36,325,17:31,Absent
873,2/6/2024,42,Other,Annual,CrossFit,77,607,10:47,Absent
874,7/1/2024,41,Other,Quarterly,Yoga,93,471,10:51,Present
875,3/7/2024,49,Male,Annual,Cardio,44,221,12:49,Present
876,7/1/2024,18,Female,Quarterly,Strength Training,98,898,17:05,Present
877,9/3/2024,34,Male,Quarterly,Yoga,40,236,19:43,Present
878,6/8/2024,59,Male,Annual,Cardio,89,577,16:09,Present
879,8/1/2024,29,Female,Quarterly,Strength Training,110,723,10:17,Present
880,6/20/2024,27,Female,Quarterly,Strength Training,81,602,6:46,Absent
881,5/13/2024,36,Male,Monthly,CrossFit,63,514,12:21,Absent
882,7/21/2024,27,Male,Monthly,Strength Training,57,359,20:18,Absent
883,9/14/2024,30,Female,Annual,Strength Training,96,807,10:45,Absent
884,10/29/2024,62,Other,Quarterly,CrossFit,109,807,9:40,Present
885,9/16/2024,32,Male,Monthly,CrossFit,108,619,12:23,Absent
886,11/6/2024,22,Female,Monthly,CrossFit,101,909,5:00,Absent
887,3/6/2024,43,Male,Quarterly,CrossFit,37,295,14:29,Present
888,12/2/2024,40,Male,Quarterly,HIIT,42,318,20:47,Absent
889,8/6/2024,38,Other,Annual,Strength Training,84,609,17:54,Present
890,3/8/2024,27,Other,Annual,Strength Training,59,443,20:52,Absent
891,10/10/2024,37,Other,Quarterly,Strength Training,105,611,6:24,Present
892,12/30/2024,62,Male,Annual,HIIT,26,189,15:05,Present
893,9/3/2024,40,Other,Monthly,Yoga,31,232,10:08,Absent
894,2/21/2024,43,Female,Monthly,Yoga,86,562,10:33,Present
895,3/3/2024,20,Male,Monthly,Strength Training,73,578,20:11,Absent
896,11/4/2024,21,Other,Quarterly,HIIT,22,163,20:52,Absent
897,6/11/2024,19,Female,Quarterly,Yoga,54,369,5:27,Present
898,10/24/2024,49,Female,Monthly,CrossFit,82,753,16:36,Absent
899,6/11/2024,31,Other,Quarterly,Strength Training,34,222,14:41,Present
900,3/27/2024,32,Female,Quarterly,Cardio,20,104,11:15,Absent
901,11/18/2024,50,Female,Monthly,HIIT,30,239,6:34,Absent
902,9/1/2024,57,Other,Monthly,HIIT,100,805,7:16,Absent
903,2/16/2024,58,Male,Monthly,CrossFit,20,109,12:38,Present
904,1/24/2024,27,Female,Quarterly,Cardio,111,1004,16:31,Absent
905,5/13/2024,21,Other,Monthly,Cardio,112,706,21:07,Present
906,11/2/2024,42,Male,Quarterly,Strength Training,76,534,10:44,Present
907,11/12/2024,33,Other,Monthly,HIIT,60,354,22:32,Present
908,4/15/2024,56,Other,Quarterly,CrossFit,26,199,17:29,Present
909,11/19/2024,48,Other,Annual,Strength Training,25,202,14:13,Absent
910,12/9/2024,21,Other,Monthly,Cardio,69,674,17:45,Absent
911,5/6/2024,53,Female,Monthly,Cardio,57,386,22:16,Present
912,2/1/2024,46,Female,Annual,Cardio,28,144,14:47,Absent
913,10/1/2024,52,Other,Annual,CrossFit,33,297,8:17,Absent
914,7/30/2024,52,Male,Monthly,Yoga,45,252,13:21,Present
915,7/5/2024,47,Female,Annual,Strength Training,40,310,15:40,Absent
916,6/14/2024,51,Other,Quarterly,CrossFit,74,631,10:42,Absent
917,4/26/2024,40,Male,Monthly,CrossFit,93,650,12:13,Present
918,9/15/2024,36,Male,Monthly,Cardio,63,429,19:27,Present
919,7/25/2024,65,Female,Annual,Strength Training,109,692,22:36,Absent
920,7/7/2024,31,Other,Annual,CrossFit,109,889,19:07,Present
921,8/5/2024,24,Male,Annual,Strength Training,74,431,22:33,Absent
922,1/19/2024,43,Female,Quarterly,Yoga,77,439,11:13,Present
923,2/14/2024,23,Other,Monthly,Yoga,74,721,8:56,Absent
924,7/7/2024,57,Male,Annual,Yoga,43,241,11:28,Present
925,10/21/2024,24,Other,Quarterly,HIIT,73,640,5:22,Present
926,11/8/2024,54,Male,Quarterly,Yoga,36,248,22:17,Present
927,10/21/2024,36,Male,Annual,Cardio,84,765,5:52,Absent
928,6/25/2024,46,Other,Monthly,CrossFit,84,490,16:12,Present
929,12/16/2024,31,Male,Annual,Strength Training,118,787,9:13,Absent
930,2/5/2024,48,Female,Monthly,Strength Training,75,530,13:22,Present
931,9/23/2024,20,Other,Quarterly,Strength Training,117,826,16:47,Present
932,2/16/2024,42,Male,Monthly,HIIT,89,814,22:39,Present
933,1/26/2024,53,Male,Annual,Strength Training,32,269,13:23,Absent
934,9/19/2024,33,Other,Quarterly,HIIT,96,814,20:49,Present
935,7/26/2024,46,Other,Monthly,CrossFit,69,367,12:17,Absent
936,5/24/2024,57,Other,Annual,CrossFit,75,668,16:40,Present
937,1/5/2024,45,Male,Annual,Yoga,110,966,16:27,Present
938,10/10/2024,51,Female,Quarterly,Yoga,51,272,7:09,Present
939,5/6/2024,43,Other,Monthly,HIIT,77,642,8:38,Absent
940,8/27/2024,63,Female,Monthly,Cardio,60,450,18:18,Present
941,4/9/2024,23,Female,Monthly,CrossFit,27,239,6:44,Absent
942,9/2/2024,51,Male,Quarterly,Cardio,74,616,19:13,Absent
943,10/26/2024,54,Male,Annual,HIIT,51,504,21:25,Present
944,3/31/2024,29,Female,Monthly,CrossFit,54,305,5:53,Absent
945,10/10/2024,31,Female,Quarterly,Cardio,80,411,8:39,Absent
946,6/4/2024,21,Female,Annual,Yoga,37,197,6:13,Present
947,9/9/2024,60,Other,Monthly,Yoga,39,230,7:42,Absent
948,1/17/2024,62,Female,Annual,Yoga,117,767,7:57,Present
949,1/10/2024,26,Other,Annual,CrossFit,97,698,11:41,Present
950,4/26/2024,61,Male,Quarterly,Yoga,86,498,17:29,Absent
951,4/18/2024,56,Female,Quarterly,Strength Training,54,503,19:16,Present
952,1/10/2024,53,Female,Annual,Cardio,48,336,11:44,Absent
953,5/15/2024,30,Female,Quarterly,CrossFit,99,628,10:58,Present
954,2/7/2024,36,Other,Quarterly,CrossFit,60,466,7:09,Absent
955,4/27/2024,26,Other,Quarterly,Yoga,63,410,19:07,Absent
956,5/30/2024,38,Male,Quarterly,Cardio,98,962,7:33,Present
957,8/5/2024,53,Other,Quarterly,Cardio,45,292,18:35,Absent
958,11/24/2024,53,Female,Annual,HIIT,39,202,11:37,Present
959,4/4/2024,46,Male,Monthly,Strength Training,21,150,13:32,Present
960,5/29/2024,37,Other,Monthly,Strength Training,35,204,8:42,Present
961,9/15/2024,30,Male,Monthly,CrossFit,102,582,9:07,Present
962,1/15/2024,47,Female,Quarterly,Cardio,93,576,18:10,Present
963,4/1/2024,35,Male,Annual,Strength Training,80,765,9:32,Absent
964,8/25/2024,21,Other,Monthly,Yoga,68,370,13:27,Absent
965,9/29/2024,27,Female,Quarterly,Yoga,37,321,14:58,Absent
966,11/6/2024,37,Other,Annual,CrossFit,85,629,13:49,Absent
967,7/19/2024,29,Other,Quarterly,HIIT,96,628,19:32,Present
968,1/9/2024,26,Female,Monthly,Cardio,37,365,18:38,Absent
969,10/5/2024,65,Male,Quarterly,HIIT,68,540,7:44,Present
970,2/8/2024,51,Male,Annual,CrossFit,81,490,9:46,Absent
971,9/12/2024,49,Female,Quarterly,Yoga,119,852,10:44,Absent
972,6/16/2024,49,Male,Annual,Yoga,65,640,21:35,Absent
973,12/23/2024,63,Other,Quarterly,CrossFit,24,206,17:29,Absent
974,10/12/2024,58,Female,Annual,Cardio,76,435,15:27,Present
975,1/22/2024,34,Other,Monthly,Strength Training,102,535,8:00,Absent
976,2/9/2024,34,Female,Quarterly,HIIT,100,830,12:24,Absent
977,2/6/2024,38,Other,Monthly,HIIT,87,525,11:04,Present
978,9/24/2024,38,Other,Monthly,Strength Training,58,340,18:41,Present
979,3/21/2024,41,Male,Quarterly,CrossFit,33,310,8:51,Present
980,11/27/2024,41,Male,Annual,Strength Training,61,450,21:29,Absent
981,9/12/2024,22,Male,Quarterly,Strength Training,23,195,7:57,Absent
982,10/20/2024,64,Female,Annual,Cardio,30,198,21:16,Present
983,5/11/2024,30,Female,Annual,Strength Training,85,589,19:14,Absent
984,1/7/2024,31,Male,Monthly,CrossFit,89,459,17:15,Absent
985,4/6/2024,47,Female,Annual,Strength Training,57,503,8:40,Absent
986,8/17/2024,32,Other,Quarterly,Cardio,67,601,6:24,Absent
987,10/13/2024,28,Other,Monthly,Yoga,27,167,18:12,Absent
988,2/27/2024,31,Female,Monthly,Yoga,58,392,10:36,Absent
989,11/22/2024,52,Female,Monthly,Strength Training,50,383,7:27,Absent
990,2/7/2024,26,Other,Quarterly,CrossFit,62,542,14:25,Present
991,9/18/2024,60,Other,Annual,HIIT,73,665,8:01,Present
992,12/19/2024,59,Male,Quarterly,Strength Training,66,486,11:04,Present
993,7/21/2024,35,Male,Annual,Cardio,104,715,16:35,Absent
994,4/6/2024,42,Male,Annual,Yoga,88,700,21:46,Absent
995,8/29/2024,58,Female,Monthly,Cardio,111,645,16:55,Absent
996,12/5/2024,65,Female,Annual,Yoga,63,375,10:05,Absent
997,6/14/2024,41,Other,Quarterly,Yoga,110,995,17:19,Present
998,1/13/2024,57,Female,Quarterly,HIIT,92,642,11:13,Present
999,1/6/2024,48,Other,Monthly,HIIT,114,825,17:33,Absent
1000,5/25/2024,62,Other,Annual,CrossFit,111,591,15:30,Present
1001,4/5/2024,50,Other,Annual,Cardio,59,321,7:07,Absent
1002,11/22/2024,32,Female,Annual,HIIT,30,152,21:34,Absent
1003,9/8/2024,31,Other,Monthly,HIIT,36,263,11:38,Absent
1004,12/21/2024,28,Female,Quarterly,HIIT,108,790,16:29,Present
1005,7/20/2024,25,Female,Quarterly,Yoga,114,961,14:34,Absent
1006,12/29/2024,18,Female,Quarterly,HIIT,37,327,7:03,Absent
1007,1/30/2024,41,Female,Quarterly,Cardio,42,415,16:18,Absent
1008,7/14/2024,20,Other,Annual,Strength Training,56,540,8:36,Present
1009,8/18/2024,43,Male,Monthly,HIIT,108,834,21:40,Absent
1010,9/18/2024,56,Other,Monthly,Cardio,22,110,22:59,Absent
1011,2/13/2024,62,Female,Quarterly,Strength Training,75,658,9:09,Present
1012,10/15/2024,49,Other,Quarterly,Yoga,35,294,8:12,Absent
1013,9/5/2024,30,Male,Annual,Cardio,55,320,12:35,Absent
1014,10/21/2024,36,Female,Quarterly,Cardio,94,891,7:21,Present
1015,10/12/2024,44,Male,Quarterly,Cardio,54,379,5:20,Absent
1016,8/26/2024,64,Male,Monthly,Cardio,99,645,16:31,Present
1017,7/29/2024,29,Female,Annual,CrossFit,34,205,16:55,Present
1018,9/3/2024,65,Female,Annual,Cardio,115,790,5:13,Present
1019,5/3/2024,38,Male,Annual,CrossFit,116,1048,19:22,Absent
1020,12/26/2024,60,Female,Annual,Yoga,50,329,10:24,Present
1021,12/28/2024,46,Other,Annual,Cardio,47,370,22:22,Present
1022,2/15/2024,63,Other,Annual,HIIT,65,509,11:00,Absent
1023,3/10/2024,59,Male,Monthly,CrossFit,94,721,16:09,Absent
1024,7/11/2024,60,Male,Monthly,Cardio,77,645,16:54,Absent
1025,9/14/2024,60,Other,Quarterly,HIIT,57,472,13:05,Absent
1026,4/29/2024,24,Other,Quarterly,Strength Training,104,525,13:10,Present
1027,12/28/2024,29,Male,Quarterly,HIIT,29,186,21:53,Present
1028,3/26/2024,28,Male,Annual,Cardio,77,448,20:28,Present
1029,5/2/2024,64,Other,Monthly,Yoga,78,425,6:49,Present
1030,4/3/2024,27,Female,Annual,Strength Training,113,1008,8:48,Present
1031,6/30/2024,28,Female,Monthly,Strength Training,86,589,9:23,Present
1032,8/21/2024,27,Female,Monthly,HIIT,116,684,9:52,Present
1033,11/23/2024,45,Other,Annual,HIIT,91,866,22:11,Present
1034,7/11/2024,20,Other,Quarterly,CrossFit,75,466,13:00,Present
1035,6/23/2024,20,Other,Monthly,HIIT,90,713,18:10,Present
1036,1/28/2024,44,Other,Quarterly,Strength Training,104,583,16:51,Absent
1037,3/12/2024,51,Other,Quarterly,CrossFit,51,315,6:22,Absent
1038,6/16/2024,29,Other,Annual,HIIT,48,375,11:49,Present
1039,3/11/2024,19,Male,Monthly,CrossFit,88,445,21:51,Absent
1040,12/23/2024,62,Female,Annual,Cardio,71,605,13:43,Absent
1041,7/29/2024,60,Other,Annual,Cardio,49,395,22:26,Present
1042,4/25/2024,27,Other,Monthly,Yoga,62,329,16:31,Present
1043,7/15/2024,28,Female,Annual,Yoga,72,687,14:35,Absent
1044,8/14/2024,54,Female,Annual,HIIT,28,265,13:19,Present
1045,4/25/2024,41,Other,Annual,Cardio,83,715,21:23,Present
1046,6/15/2024,42,Other,Quarterly,Strength Training,23,188,16:19,Absent
1047,9/22/2024,39,Other,Annual,Cardio,68,562,20:42,Present
1048,3/29/2024,26,Female,Annual,Strength Training,38,236,12:16,Present
1049,12/1/2024,60,Female,Quarterly,Strength Training,64,616,8:55,Absent
1050,2/9/2024,60,Female,Monthly,HIIT,20,191,19:16,Absent
1051,10/7/2024,50,Other,Annual,Strength Training,63,515,17:34,Absent
1052,6/5/2024,27,Male,Quarterly,Strength Training,105,697,13:05,Absent
1053,11/4/2024,29,Male,Quarterly,Strength Training,38,218,6:10,Present
1054,5/14/2024,52,Other,Quarterly,Strength Training,115,667,13:06,Present
1055,7/21/2024,22,Other,Monthly,Yoga,55,508,15:36,Absent
1056,8/13/2024,18,Other,Monthly,Strength Training,74,637,9:14,Absent
1057,2/6/2024,42,Male,Annual,Yoga,28,159,12:24,Absent
1058,10/21/2024,26,Female,Monthly,HIIT,44,431,8:30,Absent
1059,5/25/2024,22,Female,Quarterly,Cardio,95,883,19:57,Present
1060,3/20/2024,45,Female,Quarterly,CrossFit,55,451,20:50,Present
1061,3/26/2024,19,Male,Monthly,CrossFit,50,345,12:24,Present
1062,9/28/2024,38,Female,Quarterly,CrossFit,35,333,5:10,Absent
1063,8/16/2024,64,Female,Annual,Cardio,22,115,5:25,Absent
1064,7/27/2024,37,Male,Monthly,Cardio,81,479,12:14,Present
1065,3/8/2024,60,Female,Quarterly,Cardio,41,268,13:06,Absent
1066,12/20/2024,37,Male,Annual,Yoga,27,140,10:32,Present
1067,8/26/2024,43,Other,Annual,Yoga,31,293,5:22,Present
1068,9/22/2024,56,Female,Quarterly,Yoga,47,342,19:27,Absent
1069,7/4/2024,64,Female,Annual,HIIT,78,513,16:42,Absent
1070,2/15/2024,25,Other,Monthly,CrossFit,35,337,8:47,Absent
1071,6/9/2024,43,Female,Monthly,CrossFit,24,182,8:54,Absent
1072,11/14/2024,18,Other,Monthly,Strength Training,75,690,18:09,Absent
1073,7/4/2024,43,Female,Monthly,HIIT,73,435,13:16,Present
1074,5/2/2024,36,Female,Monthly,Strength Training,50,348,21:08,Present
1075,11/8/2024,38,Male,Monthly,Strength Training,20,143,11:45,Present
1076,10/2/2024,61,Other,Quarterly,CrossFit,37,196,7:27,Absent
1077,3/14/2024,59,Female,Monthly,Yoga,117,659,20:54,Absent
1078,1/14/2024,49,Male,Quarterly,CrossFit,44,351,22:35,Absent
1079,9/20/2024,58,Male,Quarterly,CrossFit,20,110,18:30,Absent
1080,8/19/2024,48,Other,Quarterly,Strength Training,78,542,17:40,Absent
1081,8/21/2024,61,Other,Quarterly,Yoga,116,763,13:30,Absent
1082,5/16/2024,48,Other,Quarterly,Strength Training,109,756,17:38,Absent
1083,6/2/2024,20,Other,Annual,Strength Training,56,294,10:02,Present
1084,3/18/2024,28,Other,Annual,Yoga,74,672,9:07,Absent
1085,11/18/2024,59,Other,Quarterly,HIIT,74,391,21:29,Absent
1086,9/9/2024,36,Female,Quarterly,CrossFit,106,661,10:34,Absent
1087,1/17/2024,56,Male,Annual,CrossFit,113,1039,6:15,Absent
1088,9/23/2024,43,Other,Quarterly,Cardio,92,534,17:03,Present
1089,10/12/2024,41,Other,Quarterly,HIIT,27,228,15:26,Present
1090,1/12/2024,41,Other,Annual,Strength Training,37,190,22:03,Present
1091,12/2/2024,19,Female,Monthly,HIIT,114,1042,5:47,Present
1092,8/23/2024,52,Other,Monthly,HIIT,119,867,15:37,Absent
1093,11/15/2024,55,Female,Annual,Strength Training,31,242,12:51,Present
1094,7/15/2024,65,Other,Quarterly,Cardio,34,253,17:03,Absent
1095,1/13/2024,52,Other,Annual,Strength Training,94,891,12:22,Present
1096,7/10/2024,39,Female,Quarterly,Strength Training,39,268,10:32,Absent
1097,11/13/2024,47,Male,Monthly,Strength Training,65,353,6:27,Absent
1098,8/28/2024,48,Male,Quarterly,Yoga,118,901,5:16,Absent
1099,8/1/2024,59,Female,Quarterly,Strength Training,93,630,9:28,Present
1100,7/1/2024,45,Other,Annual,Strength Training,103,563,10:34,Absent
1101,7/20/2024,49,Female,Annual,Cardio,119,1121,20:16,Absent
1102,2/20/2024,53,Male,Monthly,Cardio,22,168,8:49,Absent
1103,1/11/2024,23,Female,Monthly,Strength Training,32,239,16:48,Absent
1104,1/21/2024,62,Female,Monthly,Cardio,74,469,12:46,Present
1105,5/28/2024,33,Female,Quarterly,CrossFit,80,582,22:15,Absent
1106,9/1/2024,50,Female,Quarterly,HIIT,27,192,12:14,Absent
1107,8/30/2024,42,Female,Quarterly,HIIT,65,461,8:18,Present
1108,8/13/2024,41,Female,Annual,Cardio,114,594,22:15,Present
1109,10/12/2024,32,Other,Quarterly,Strength Training,53,422,21:51,Present
1110,2/16/2024,62,Female,Annual,HIIT,53,438,9:37,Absent
1111,6/8/2024,21,Female,Quarterly,HIIT,37,204,14:37,Present
1112,7/4/2024,56,Male,Quarterly,Cardio,71,412,9:24,Absent
1113,2/10/2024,51,Female,Annual,HIIT,32,319,16:39,Present
1114,4/28/2024,20,Male,Quarterly,Cardio,40,237,19:41,Present
1115,2/22/2024,58,Female,Annual,HIIT,30,282,20:12,Present
1116,6/5/2024,64,Male,Monthly,HIIT,79,482,10:19,Present
1117,12/18/2024,43,Female,Annual,Strength Training,43,392,14:49,Present
1118,4/18/2024,58,Female,Annual,Cardio,39,242,5:29,Absent
1119,5/29/2024,23,Other,Annual,CrossFit,87,867,21:02,Present
1120,8/12/2024,43,Male,Monthly,Strength Training,72,624,6:29,Present
1121,8/6/2024,25,Male,Annual,Yoga,83,681,16:18,Present
1122,7/11/2024,37,Male,Monthly,HIIT,79,554,11:28,Present
1123,5/26/2024,22,Female,Quarterly,Yoga,68,420,6:27,Present
1124,1/20/2024,58,Female,Monthly,Cardio,119,644,14:13,Absent
1125,7/28/2024,42,Female,Monthly,Strength Training,105,1023,5:58,Present
1126,8/14/2024,20,Male,Quarterly,CrossFit,95,743,12:36,Present
1127,11/2/2024,34,Female,Annual,CrossFit,65,575,17:35,Present
1128,6/17/2024,46,Other,Annual,CrossFit,44,394,12:37,Absent
1129,6/13/2024,41,Male,Annual,Cardio,93,664,5:04,Present
1130,7/29/2024,27,Other,Monthly,Yoga,85,838,9:34,Absent
1131,10/29/2024,30,Male,Quarterly,Yoga,76,456,21:38,Absent
1132,1/3/2024,19,Other,Quarterly,Yoga,97,925,14:23,Absent
1133,6/26/2024,64,Female,Quarterly,CrossFit,40,363,16:42,Present
1134,11/25/2024,29,Female,Annual,Cardio,102,938,12:11,Present
1135,10/21/2024,47,Other,Quarterly,CrossFit,70,577,17:35,Absent
1136,9/18/2024,22,Other,Annual,Yoga,65,474,12:10,Absent
1137,12/23/2024,40,Other,Annual,Yoga,75,679,16:25,Present
1138,3/6/2024,51,Male,Annual,Cardio,100,905,19:29,Present
1139,5/13/2024,60,Female,Annual,Cardio,26,158,9:28,Absent
1140,6/2/2024,64,Female,Quarterly,Yoga,55,491,5:21,Absent
1141,8/13/2024,36,Female,Quarterly,HIIT,64,586,6:32,Absent
1142,11/11/2024,38,Male,Quarterly,Cardio,46,343,16:05,Absent
1143,4/13/2024,27,Other,Monthly,HIIT,96,513,20:12,Absent
1144,11/26/2024,48,Other,Monthly,Yoga,70,474,12:47,Absent
1145,8/10/2024,39,Male,Monthly,Cardio,38,323,17:42,Present
1146,6/6/2024,57,Female,Quarterly,Strength Training,106,622,14:53,Present
1147,1/16/2024,27,Male,Monthly,Strength Training,42,281,5:33,Present
1148,5/31/2024,51,Other,Monthly,Cardio,73,671,19:20,Absent
1149,2/10/2024,34,Female,Annual,Strength Training,56,533,16:30,Absent
1150,8/19/2024,45,Male,Quarterly,HIIT,65,332,14:34,Absent
1151,10/24/2024,49,Other,Monthly,Strength Training,64,435,21:57,Absent
1152,11/12/2024,47,Male,Annual,Yoga,82,416,18:50,Present
1153,1/11/2024,64,Female,Monthly,Cardio,61,443,6:34,Present
1154,1/11/2024,51,Male,Quarterly,Yoga,21,105,17:13,Absent
1155,9/25/2024,25,Other,Annual,Yoga,78,390,18:05,Present
1156,11/22/2024,36,Female,Annual,Strength Training,117,911,11:06,Present
1157,6/21/2024,45,Male,Quarterly,CrossFit,53,408,13:48,Present
